ts_code,name,一二级行业,细分行业,地区,上市日期,流通市值,3日成交额,总金额,AB股总市值,交易代码,涨幅%,净益率%,活跃度,股息率%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,最高,最低,昨收,60日涨幅%,市盈(动),量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,委比%,量涨速%,短换手%,2分钟金额,主力净额,主力净比%,昨成交额,开盘金额,开盘抢筹%,开盘昨比%,开盘换手Z,竞价涨停买,竞价量比,封成比,封单额,流通股(亿),强弱度%,连涨天,昨涨幅%,3日涨幅%,20日涨幅%,年初至今%,年涨停天,流通股本Z,换手Z,流通市值Z,市值增减,市盈(TTM),市盈(静),近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,回头波%,攻击波%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),货币资金(亿),存货(亿),应收账款(亿),合同负债(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,自选日,自选价,自选收益%
562860,生物疫苗ETF,,疫苗生物,嘉实基金,20230224,--  ,4306.53,1554.19,          3.15亿,562860,-2.54,--  ,231,0,0.652,-0.017,0.651,0.652,233886,429,-0.14,4.84,0.669,0.67,0.652,0.669,16.85,--  ,1.07,2.69,0.665,124132,109754,1.13,3280,10488,--  ,-35.32,0.28,0.03,3.24,0,0,1459.16,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.09,-3,-3.04,-6.59,-0.15,-22.29,0,--  ,--  ,--  ,         -0.08亿,--  ,--  ,高位回落,10,2,9,0,0.15,-2.54,-0.6,-2.69,0,20241114,4.83,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,0.69,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
561360,石油ETF,,油气产业,国泰基金,20231031,--  ,4074.78,1427.21,          0.91亿,561360,-0.66,--  ,370,0,1.059,-0.007,1.058,1.059,133705,5,0,15.52,1.063,1.074,1.059,1.066,6.43,--  ,1.08,1.41,1.067,76155,57550,1.32,1607,1754,--  ,6.75,0.87,0.28,23.79,0,0,656.74,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.8,-2,-1.02,-1.21,1.44,8.73,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,5,3,14,-0.28,0.75,-0.66,0.09,-1.4,0,20241114,0.86,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.08,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159309,油气资源ETF,,油气资源,汇添富基金,20240618,--  ,2140.96,463.43,          0.77亿,159309,-1.29,--  ,70,0,0.991,-0.013,0.991,0.997,46454,1,0,6,1,1.006,0.991,1.004,5.65,--  ,0.5,1.49,0.998,23142,23312,0.99,51,1,--  ,-96.16,0,0,0,0,0,866.97,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.32,-2,-0.79,-1.68,1.02,1.23,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,平台整理,5,,,-0.4,0.2,-1.29,-0.6,-1.49,0,20241113,0.77,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.01,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
561760,油气ETF博时,,油气资源,博时基金,20240429,--  ,1033.23,306.25,          0.23亿,561760,-1.03,--  ,21,0,0.961,-0.01,0.961,0.964,31586,7,0,13.05,0.972,0.976,0.961,0.971,5.26,--  ,0.99,1.54,0.97,16874,14712,1.15,2506,2500,--  ,0.16,0,0,0,0,0,378.11,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.42,-2,-1.32,-2.14,0.73,-4.95,0,--  ,--  ,--  ,         -0.00亿,--  ,--  ,-- -- ,10,2,,0.1,0.51,-1.03,-0.1,-1.54,0,20241113,0.24,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.98,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512400,有色金属ETF,,有色金属,南方基金,20170901,--  ,65055.4,18859.78,         45.43亿,512400,-1.69,--  ,2431,0,1.046,-0.018,1.045,1.046,1777580,4,0,4.09,1.059,1.074,1.045,1.064,16.35,--  ,0.67,2.73,1.061,927422,850158,1.09,9691,312,--  ,-16.81,1.88,0.16,208.24,0,0,24522.57,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.24,-2,-3.27,-4.12,0.97,11.87,0,--  ,--  ,--  ,         -0.78亿,--  ,--  ,-- -- ,10,2,9,-0.47,0.94,-1.79,-0.28,-2.61,0.1,20241114,43.43,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.1,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
561330,矿业ETF,,有色矿业,国泰基金,20221101,--  ,1523.07,512.94,          0.56亿,561330,-2.15,--  ,99,0,1.003,-0.022,1.002,1.003,50226,29,-0.29,9.02,1.015,1.031,1.002,1.025,15.55,--  ,1.06,2.83,1.021,30771,19455,1.58,2096,1,--  ,-18.83,0.04,0.01,0.44,0,0,513.5,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.69,-2,-3.12,-4.57,0.7,12.44,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,高位回落,12,2,2,-0.98,0.59,-2.24,-0.39,-2.72,0.1,20241113,0.56,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.05,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516510,云计算ETF,,云计算,易方达基金,20210407,--  ,40321.87,11272.4,          9.19亿,516510,-3.06,--  ,2097,0,1.172,-0.037,1.172,1.173,937991,101,0.34,11.97,1.203,1.23,1.167,1.209,58.81,--  ,0.9,5.21,1.202,426280,511711,0.83,2,231,--  ,66.3,1.06,0.26,71.16,0,0,12284.64,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.61,-2,-4.8,-5.33,9.23,28.09,0,--  ,--  ,--  ,         -0.29亿,--  ,--  ,MACD死叉,8,6,3,-0.5,1.74,-3.47,-0.58,-4.72,0.43,20241114,7.84,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.93,0,0,0.000㈣,1.26,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159890,云计算ETF,,云计算,招商基金,20210402,--  ,9398.6,2630.67,          1.59亿,159890,-3.36,--  ,1089,0,1.179,-0.041,1.179,1.18,217191,699,0.08,16.14,1.218,1.241,1.177,1.22,58.04,--  ,0.93,5.25,1.211,116457,100734,1.16,212,2022,--  ,-45.21,0.51,0.17,8.24,0,0,3276.19,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.74,-2,-4.84,-5.61,9.07,27.32,0,--  ,--  ,--  ,         -0.06亿,--  ,--  ,MACD死叉,8,6,3,-0.16,1.72,-3.52,-0.74,-5,0.17,20241114,1.35,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.92,0,0,0.000㈣,1.28,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159739,大数据ETF,,云计算,鹏华基金,20211117,--  ,7702.8,2275.08,          1.83亿,159739,-3.88,--  ,843,0,1.116,-0.045,1.116,1.117,199102,354,0.09,12.16,1.159,1.174,1.115,1.161,58.07,--  ,0.81,5.08,1.143,116792,82310,1.42,894,134,--  ,31.88,0.44,0.11,3.95,0,0,2443.15,--  ,-0.16,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.26,-2,-4.21,-5.98,8.77,28.28,0,--  ,--  ,--  ,         -0.07亿,--  ,--  ,MACD死叉,8,6,2,-0.17,1.12,-3.96,-1.55,-4.94,0.09,20241114,1.64,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.92,0,0,0.000㈣,1.21,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516630,云计算50ETF,,云计算,华夏基金,20210903,--  ,4543.66,1346.19,          1.46亿,516630,-3.32,--  ,552,0,1.136,-0.039,1.135,1.137,115084,500,0.09,8.98,1.161,1.196,1.134,1.175,58.44,--  ,0.72,5.28,1.17,79239,35845,2.21,1,4713,--  ,-1.07,0.74,0.14,11.85,0,0,1599.56,--  ,0.17,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.87,-2,-4.63,-5.49,9.02,27.21,0,--  ,--  ,--  ,         -0.05亿,--  ,--  ,MACD死叉,12,6,3,-1.19,1.79,-3.49,-0.43,-5.02,0.18,20241113,1.28,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.92,0,0,0.000㈣,1.23,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159527,数据ETF,,云计算,广发基金,20240201,--  ,1957.73,507.01,          0.57亿,159527,-2.99,--  ,299,0,1.492,-0.046,1.492,1.493,33051,120,-0.06,8.67,1.517,1.566,1.492,1.538,57.88,--  ,0.78,4.81,1.534,13681,19370,0.71,727,662,--  ,6.73,0.26,0.05,1.79,0,0,653.18,--  ,1.95,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.37,-2,-5,-5.32,8.12,61.3,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,MACD死叉,12,6,,-1.37,1.82,-2.99,-0.26,-4.73,0,20241113,0.38,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.58,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159666,交通运输ETF,,运输指数,华夏基金,20230213,--  ,1288.31,512.01,          0.70亿,159666,0.51,--  ,209,0,0.983,0.005,0.98,0.983,51850,53,0,7.32,0.977,0.994,0.976,0.978,10.57,--  ,1.08,1.84,0.987,18228,33622,0.54,1,58,--  ,-89.44,0.05,0.01,0.52,0,0,396.13,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,3.13,1,-1.51,-0.81,3.26,15.78,0,--  ,--  ,--  ,          0.00亿,--  ,--  ,平台整理,12,6,8,-0.1,1.64,-0.2,0.92,-1.11,0.72,20241113,0.71,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,0.99,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159728,在线消费ETF,,在线消费,南方基金,20220111,--  ,1128.55,555.79,          0.56亿,159728,-0.36,--  ,221,0,0.826,-0.003,0.825,0.833,66170,289,-0.23,9.82,0.829,0.863,0.821,0.829,46.98,--  ,1.23,5.07,0.84,31814,34356,0.93,1,2,--  ,-85.78,5.99,1.11,0,0,0,278.71,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.25,-2,-3.38,-1.55,11.02,10.72,0,--  ,--  ,--  ,         -0.00亿,--  ,--  ,MACD死叉,8,6,11,0,4.1,-0.97,1.33,-4.29,0.61,20241113,0.67,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,0.86,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515760,浙江国资ETF,,浙江国资,华夏基金,20201012,--  ,1320.97,366.25,          2.20亿,515760,-0.84,--  ,83,0,1.182,-0.01,1.182,1.183,30659,255,0,1.64,1.193,1.203,1.182,1.192,18.32,--  ,0.61,1.76,1.195,17101,13558,1.26,746,2110,--  ,-10.52,0,0,0,0,0,409.49,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.61,-2,-1.49,-1.75,3.41,17.03,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,-- -- ,12,6,3,0.08,0.92,-0.84,0.25,-1.75,0,20241114,1.86,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.21,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512880,证券ETF,,证券公司,国泰基金,20160808,--  ,654067.46,227936.46,        283.62亿,512880,-3.95,--  ,4747,0,1.215,-0.05,1.215,1.216,18340614,2198,-0.07,7.86,1.266,1.276,1.214,1.265,50.37,--  ,0.81,4.9,1.243,9116859,9223756,0.99,72230,12125,--  ,63.59,2.24,0.36,3581.9,0,0,207601.04,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.5,-4,-1.63,-5.73,3.93,34.7,0,--  ,--  ,--  ,        -11.67亿,--  ,--  ,-- -- ,10,8,6,0.08,0.87,-4.03,-1.74,-4.78,0.08,20241114,233.43,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.29,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512000,券商ETF,,证券公司,华宝兴业基金,20160914,--  ,433365.81,147716.61,        236.22亿,512000,-3.97,--  ,4598,0,1.16,-0.048,1.159,1.16,12444333,1233,-0.16,6.11,1.207,1.219,1.159,1.208,49.68,--  ,0.8,4.97,1.187,5958000,6486333,0.92,19919,4410,--  ,-19.66,2.28,0.28,2880.06,0,0,135738.98,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.52,-6,-1.79,-5.92,4.13,34.26,0,--  ,--  ,--  ,         -9.77亿,--  ,--  ,-- -- ,12,8,2,-0.08,0.91,-4.06,-1.74,-4.84,0.09,20241114,203.63,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.23,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159841,证券ETF,,证券公司,天弘基金,20210209,--  ,131620.75,48197.23,         58.05亿,159841,-4.18,--  ,4055,0,1.101,-0.048,1.101,1.102,4284034,59513,-0.17,8.13,1.145,1.157,1.1,1.149,49.59,--  ,0.85,4.96,1.125,2259633,2024401,1.12,51402,5239,--  ,74.94,2.08,0.34,655.24,0,0,44740.56,--  ,0.18,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.56,-4,-1.63,-6.06,4.16,33.94,0,--  ,--  ,--  ,         -2.53亿,--  ,--  ,-- -- ,10,8,6,-0.35,0.7,-4.26,-2.09,-4.84,0.09,20241114,52.73,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.16,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159842,券商ETF,,证券公司,银华基金,20210319,--  ,50947.1,17681.03,         18.06亿,159842,-4.02,--  ,2960,0,1.146,-0.048,1.146,1.147,1507747,17583,0,9.57,1.194,1.202,1.145,1.194,47.87,--  ,0.75,4.77,1.173,820305,687442,1.19,11173,1133,--  ,35.65,1.79,0.35,201.5,0,0,16820.95,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.4,-4,-1.57,-5.91,4.85,32.79,0,--  ,--  ,--  ,         -0.76亿,--  ,--  ,-- -- ,10,8,6,0,0.67,-4.1,-1.76,-4.66,0.09,20241114,15.76,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.21,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
560090,证券指数ETF,,证券公司,汇添富基金,20230315,--  ,27873.2,9319.58,         17.39亿,560090,-4.34,--  ,2347,0,1.301,-0.059,1.302,1.303,700777,100,-0.3,5.24,1.35,1.37,1.3,1.36,48.18,--  ,0.75,5.15,1.33,402215,298562,1.35,399,343,--  ,34.24,3.58,0.37,141.09,0,0,8932.21,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.89,-6,-1.45,-6.34,3.17,32.62,0,--  ,--  ,--  ,         -0.79亿,--  ,--  ,-- -- ,12,12,3,-0.74,0.74,-4.41,-2.21,-5.04,0.08,20241114,13.37,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.38,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515010,券商ETF基金,,证券公司,华夏基金,20191107,--  ,22346.03,8959.16,         12.21亿,515010,-4.18,--  ,1489,0,1.377,-0.06,1.376,1.378,633404,301,-0.28,7.14,1.432,1.448,1.375,1.437,48.54,--  ,1.03,5.08,1.414,315726,317678,0.99,617,1015,--  ,-51.16,1.71,0.25,31.8,0,0,6026.85,--  ,0.07,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.72,-4,-1.64,-6.14,3.15,33.43,0,--  ,--  ,--  ,         -0.53亿,--  ,--  ,-- -- ,12,12,2,-0.35,0.77,-4.31,-1.6,-4.9,0.15,20241114,8.87,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.46,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512900,证券ETF基金,,证券公司,南方基金,20170331,--  ,18273.29,6846.82,         75.00亿,512900,-4.07,--  ,1227,0,1.201,-0.051,1.2,1.201,559641,216,-0.07,0.9,1.251,1.262,1.2,1.252,49.75,--  ,1,4.95,1.223,274272,285369,0.96,42978,6497,--  ,42.46,1.93,0.04,73.49,0,0,4474.71,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.62,-2,-2.34,-5.8,4.62,34.04,0,--  ,--  ,--  ,         -3.18亿,--  ,--  ,-- -- ,10,8,6,-0.08,0.8,-4.15,-2.32,-4.83,0.08,20241114,62.44,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.27,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516200,证券ETF指数基金,,证券公司,华安基金,20210322,--  ,5564.35,1931.01,          4.44亿,516200,-4.22,--  ,341,0,1.158,-0.051,1.156,1.16,161699,9,-0.25,4.22,1.208,1.217,1.158,1.209,48.27,--  ,0.84,4.88,1.194,91518,70181,1.3,2097,1000,--  ,-4.28,0.88,0.08,3.69,0,0,1330.66,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.77,-4,-1.47,-5.93,4.23,32.95,0,--  ,--  ,--  ,         -0.20亿,--  ,--  ,-- -- ,12,8,2,-0.08,0.66,-4.22,-1.24,-4.85,0,20241114,3.84,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.23,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515850,券商指数ETF,,证券公司,富国基金,20200221,--  ,4296,1558.61,          1.77亿,515850,-4.21,--  ,683,0,1.48,-0.065,1.479,1.48,102669,31,-0.19,8.61,1.533,1.555,1.478,1.545,49.34,--  ,0.78,4.98,1.518,59948,42721,1.4,23,256,--  ,-24.76,1.54,0.27,31.07,0,0,1199.71,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.75,-4,-1.53,-6.03,4.23,33.57,0,--  ,--  ,--  ,         -0.08亿,--  ,--  ,-- -- ,10,8,6,-0.78,0.65,-4.34,-1.75,-4.82,0.14,20241114,1.19,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.57,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512570,证券ETF易方达,,证券公司,易方达基金,20170811,--  ,4163.33,1906.33,          8.58亿,512570,-3.9,--  ,642,0,1.209,-0.049,1.208,1.209,154769,13,-0.07,2.18,1.257,1.269,1.207,1.258,48.16,--  ,0.95,4.93,1.232,103847,50922,2.04,243,385,--  ,21.7,1.32,0.06,4.35,0,0,1005.76,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.44,-6,-1.64,-5.84,4.58,33.15,0,--  ,--  ,--  ,         -0.35亿,--  ,--  ,-- -- ,12,8,6,-0.08,0.87,-4.05,-2.07,-4.73,0.17,20241114,7.1,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.28,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159848,证券ETF基金,,证券公司,国联安基金,20210312,--  ,3617.19,1466.35,          1.03亿,159848,-4.17,--  ,462,0,0.966,-0.042,0.966,0.967,148131,2601,-0.2,13.93,1.022,1.022,0.966,1.008,47.93,--  ,1.33,5.56,0.99,113968,34163,3.34,163,74,--  ,65.91,2.01,0.57,25.13,0,0,1110.85,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.55,-2,-1.47,-5.58,4.43,33.06,0,--  ,--  ,--  ,         -0.04亿,--  ,--  ,-- -- ,10,8,3,1.39,1.39,-4.17,-1.79,-5.48,0,20241114,1.06,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.02,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515560,证券ETF建信,,证券公司,建信基金,20200720,--  ,3163.73,1118.28,          2.82亿,515560,-3.91,--  ,372,0,1.107,-0.045,1.107,1.108,98817,23,-0.26,3.88,1.151,1.16,1.106,1.152,49.8,--  ,0.86,4.69,1.132,56459,42358,1.33,77,2000,--  ,-4.39,2.59,0.2,7.52,0,0,1143.92,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.45,-4,-1.54,-6.03,4.43,34.67,0,--  ,--  ,--  ,         -0.11亿,--  ,--  ,-- -- ,12,8,6,-0.09,0.69,-3.99,-1.74,-4.57,0.09,20241113,2.55,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.17,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159692,证券ETF东财,,证券公司30,西藏东财基金,20230523,--  ,17430.74,5363.53,          4.50亿,159692,-4.1,--  ,1788,0,1.311,-0.056,1.311,1.313,399013,3516,-0.07,11.62,1.369,1.377,1.31,1.367,48.64,--  ,0.67,4.9,1.344,205822,193191,1.07,1699,517,--  ,32.84,1.08,0.26,46.09,0,0,5370.34,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.48,-4,-1.65,-6.22,4.46,34.88,0,--  ,--  ,--  ,         -0.19亿,--  ,--  ,MACD死叉,8,8,2,0.15,0.73,-4.17,-1.68,-4.79,0.08,20241114,3.43,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.39,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516730,证券公司ETF,,证券公司30,浦银安盛基金,20211112,--  ,4110.46,1088.84,          1.00亿,516730,-4.42,--  ,420,0,1.08,-0.05,1.075,1.081,98313,5,-0.27,10.58,1.129,1.139,1.08,1.13,49.17,--  ,0.69,5.22,1.108,55032,43281,1.27,60,1851,--  ,-38.41,2.31,0.5,5.45,0,0,1594.72,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.97,-6,-1.65,-6.33,3.75,35,0,--  ,--  ,--  ,         -0.05亿,--  ,--  ,-- -- ,12,12,6,-0.09,0.8,-4.42,-1.95,-5.18,0,20241114,0.93,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.15,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159993,证券ETF龙头,,证券龙头,鹏华基金,20200207,--  ,30816.44,11603.3,         15.49亿,159993,-3.84,--  ,2239,0,1.278,-0.051,1.277,1.278,888504,5641,0,7.33,1.321,1.337,1.276,1.329,49.82,--  ,0.82,4.59,1.306,522451,366053,1.43,9075,6334,--  ,51.28,1.13,0.17,72.09,0,0,9942.51,--  ,0.08,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.22,-4,-1.41,-5.4,3.9,35.38,0,--  ,--  ,--  ,         -0.62亿,--  ,--  ,-- -- ,8,8,2,-0.6,0.6,-3.99,-1.73,-4.41,0.16,20241114,12.12,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.35,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
