code,name,流通市值,涨幅%,现价,买价,卖价,总量,现量,涨速%,换手%,量比,今开,最高,最低,总金额,2分钟涨%,细分行业,振幅%,涨跌,按盘价,昨收,冷静期,抛空额,抛空量,市值增减,资金流向,内外比,活跃度,笔均量,总市值,市盈(TTM),52周最高,52周最低,年初至今%,历史波动率%,每手,平衡价,平衡量,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,币种,财务更新,上市日期,H股(亿),总资产(亿),净资产(亿),营业收入(亿),净利润(亿),每股收益,每股净资,每股股息,股息率%,净益率%,权益比%
00014,希慎兴业,        128.58亿,0.97,12.52,--  ,,637400,75000,-0.32,0.06,0.65,12.58,12.64,12.44,800.98,0,地产,1.61,0.12,12.52,12.4,--  ,164.78,131000,          1.23亿,0,1,293,2175,        128.58亿,--  ,14.62,10.09,-13.18,30.35,1000,0,0,1.45,1.94,0.32,1.35,-0.48,-0.95,0.64,-0.38,HKD,20240630,19810918,10.27,1146.61,667.79,16.93,4.27,0.42,65.02,1.08,8.63,0.64,58.24
02883,中海油田服务,        127.68亿,0,7.05,--  ,,4632000,614000,-0.28,0.26,0.59,7.1,7.17,7.04,3289.3,0,石油天然气,1.84,0,7.05,7.05,--  ,283.99,400000,          0.00亿,0,1,512,9047,        336.40亿,9.45,9.769,6.079,-9.03,56.68,2000,0,0,0.71,1.7,-0.14,0.72,-0.7,-1.67,0.14,-0.72,HKD,20240930,20021120,18.11,827.38,432.01,336.61,24.45,0.566,10.04,0.23,3.27,5.66,52.21
06066,中信建投证券,        127.36亿,-5.25,10.1,--  ,,19367500,170500,0,1.54,0.54,10.62,10.7,10.04,19952.69,0.2,其他金融,6.19,-0.56,10.1,10.66,--  ,470.71,447500,        -43.44亿,0,1,2344,8263,        783.43亿,12.38,17.382,4.992,54.72,152.31,500,0,0,-0.38,0.38,-5.82,-3.36,-4.9,-5.61,0.6,-1.89,HKD,20240930,20161209,12.61,5547.4,1011.77,143.15,42.97,0.499,14.46,0.37,3.68,4.25,18.24
00754,合生创展集团,        127.05亿,-1.76,3.35,--  ,,3918400,29800,0.3,0.1,0.6,3.45,3.51,3.33,1329.83,0.3,地产,5.28,-0.06,3.35,3.41,--  ,234.24,689500,         -2.28亿,0,1,961,4077,        127.05亿,137.53,6.5,2.32,-17.49,84.69,100,0,0,1.17,2.93,-2.35,-0.47,-2.9,-4.56,0.6,-1.29,HKD,20240630,19980527,37.93,2875.26,958.47,138.09,10.73,0.283,25.27,0,0,1.12,33.34
02016,浙商银行,        126.69亿,0,2.14,--  ,,7940000,1990000,0,0.13,0.78,2.14,2.16,2.12,1699.07,0.47,银行,1.87,0,2.14,2.14,--  ,72.7,339000,          0.00亿,0,1,237,33502,        587.74亿,3.45,2.47,1.77,16.32,32.42,1000,0,0,0,0.93,-0.93,0,0,-0.93,0.94,0,HKD,20240930,20160330,59.2,32761.88,1953.86,525.18,129.05,0.521,7.89,0.18,8.42,6.6,5.96
01164,中广核矿业,        126.17亿,0,1.66,--  ,,18720600,250000,0,0.25,0.43,1.66,1.68,1.64,3105.39,0,一般金属,2.41,0,1.66,1.66,--  ,612.6,3680000,          0.00亿,0,1,488,38362,        126.17亿,29.31,3.087,1.26,-3.32,83.94,5000,0,0,0,1.2,-1.2,-0.06,0,-1.19,1.22,0.06,HKD,20240630,20030804,76.01,76.79,39.46,40.73,1.13,0.015,0.52,0,0.18,2.87,51.38
02555,茶百道,        125.60亿,0.83,8.5,--  ,,744600,8200,0.35,0.05,0.47,8.43,8.65,8.39,635.45,0.59,食物饮品,3.08,0.07,8.5,8.43,--  ,25.9,30400,          1.03亿,0,1,334,2229,        125.60亿,24.18,16,3.98,-46,153.13,200,0,0,0,2.61,-0.47,1.23,0.83,-1.73,1.31,-0.4,HKD,20240630,20240423,14.78,54.72,40.76,23.96,2.37,0.195,3.02,0,0,5.82,74.49
00363,上海实业控股,        125.46亿,1.76,11.54,--  ,,965389,15000,-0.17,0.09,0.94,11.46,11.68,11.38,1115.47,-0.16,综合企业,2.65,0.2,11.54,11.34,--  ,380.75,329000,          2.17亿,-11.54,1,383,2521,        125.46亿,3.86,13.84,8.06,31.89,45.45,1000,0,0,1.06,3,0.35,1.9,0.7,-1.2,1.41,-0.13,HKD,20240630,19960530,10.87,1748.87,462.8,103.69,12.01,1.105,42.57,0.94,8.15,2.59,26.46
03633,中裕能源,        124.21亿,0.22,4.46,--  ,,573000,46000,0.45,0.02,1.26,4.49,4.53,4.43,257.48,0.45,公用事业,2.25,0.01,4.46,4.45,--  ,26.33,59000,          0.28亿,0,1,82,6988,        124.21亿,49.67,5.91,4.13,-22.16,14.55,1000,0,0,0.9,1.8,-0.45,1.03,-0.67,-1.55,0.68,-0.81,HKD,20240630,20120711,27.85,260.95,77.47,72.55,2.39,0.086,2.78,0,0,3.09,29.69
00636,嘉里物流,        124.17亿,-0.29,6.87,--  ,,390500,45000,0,0.02,0.58,6.95,6.95,6.84,268.44,0,工用运输,1.6,-0.02,6.87,6.89,--  ,34.04,49500,         -0.36亿,0,1,222,1759,        124.17亿,9.9,9.49,6.34,-14.02,30.75,500,0,0,0.87,0.87,-0.73,-0.23,-1.15,-1.15,0.44,-0.06,HKD,20240630,20131219,18.07,405.69,155.36,259.81,8.31,0.46,8.6,0.23,3.35,5.35,38.3
01277,力量发展,        123.08亿,2.1,1.46,--  ,,6746000,68000,0,0.08,1.1,1.43,1.48,1.43,980.5,0,煤炭,3.5,0.03,1.46,1.43,--  ,125.05,858000,          2.53亿,-2.92,1,213,31671,        123.08亿,4.28,1.8,0.265,274.36,74.49,2000,0,0,0,3.5,0,1.68,2.1,-1.35,2.1,0.42,HKD,20240630,20120323,84.3,117.89,78.18,25.32,10.95,0.142,1.02,0.2,13.7,14.01,66.31
00917,趣致集团,        120.98亿,1.32,46.05,--  ,,317800,600,0.44,0.12,1.01,45.2,46.15,45.1,1454.18,0.44,媒体及娱乐,2.31,0.6,46.05,45.45,--  ,2.73,600,          1.58亿,0,1,241,1319,        120.98亿,--  ,55.3,27,39.55,47.64,200,0,0,-0.55,1.54,-0.77,0.68,1.88,-0.22,2.11,0.64,HKD,20240630,20240527,2.63,18.17,13.52,5.15,-18.48,-15.022,5.64,0,0,-136.69,74.4
02869,绿城服务,        118.64亿,0,3.75,--  ,,1848000,6000,-0.53,0.06,1.2,3.99,3.99,3.67,704.14,-0.78,地产,8.53,0,3.75,3.75,--  ,64.71,170000,          0.00亿,0,1,348,5310,        118.64亿,15.4,5.63,2.19,35.87,76.07,2000,0,0,6.4,6.4,-2.13,1.6,-6.02,-6.02,2.18,-1.6,HKD,20240630,20160712,31.64,185.48,74.27,90.68,5.05,0.175,2.57,0.15,4,6.8,40.04
00586,海螺创业,        117.20亿,-0.46,6.54,--  ,,2258364,202000,-0.46,0.13,0.29,6.53,6.65,6.53,1489.46,-0.45,工业工程,1.83,-0.03,6.54,6.57,--  ,325.46,493000,         -0.54亿,0,1,501,4508,        117.20亿,5.76,8.95,4.89,5.83,67.86,500,0,0,-0.61,1.22,-0.61,0.38,0.15,-1.65,0.15,-0.84,HKD,20240630,20131219,17.92,819.02,470.98,31.35,11.76,0.734,28.8,0.3,4.59,2.5,57.5
02607,上海医药,        116.91亿,0,12.72,--  ,,3025300,100800,-0.47,0.33,0.48,12.72,12.92,12.7,3872.81,-0.46,药品及生科,1.73,0,12.72,12.72,--  ,1509.64,1179900,          0.00亿,0,1,961,3148,        471.25亿,10.43,14.7,9.652,16.78,52.72,100,0,0,0,1.57,-0.16,0.64,0,-1.55,0.16,-0.64,HKD,20240930,20110520,9.19,2237.41,708.66,2096.29,40.54,1.209,21.21,0.53,4.15,5.72,31.67
00570,中国中药,        116.33亿,-0.86,2.31,--  ,,48152976,398000,0.43,0.96,0.74,2.33,2.35,2.3,11174.67,0,药品及生科,2.15,-0.02,2.31,2.33,--  ,1743.76,7502000,         -1.01亿,-2.31,1,2506,19215,        116.33亿,11.39,4.46,2.12,-41.22,127.31,2000,0,0,0,0.86,-1.29,-0.39,-0.86,-1.7,0.43,-0.47,HKD,20240630,19930407,50.36,375.46,213.71,83.85,2.11,0.046,4.65,0,0,0.99,56.92
00670,中国东方航空股份,        115.96亿,0.45,2.24,--  ,,4119995,40000,-0.88,0.08,0.72,2.21,2.31,2.21,930.55,-0.87,旅游及消闲,4.48,0.01,2.24,2.23,--  ,116.26,514000,          2.23亿,-2.24,1,399,10326,        499.33亿,--  ,2.76,1.72,-0.44,74.38,2000,0,0,-0.9,3.59,-0.9,1.35,1.36,-3.03,1.36,-0.9,HKD,20240930,19970205,51.77,2762.57,402.62,1025.85,-1.38,-0.011,2,0,0,-0.34,14.57
01787,山东黄金,        115.62亿,1.82,13.46,--  ,,6569250,67250,-0.74,0.76,0.62,13.34,13.64,13.3,8871.6,-0.58,黄金贵金属,2.57,0.24,13.46,13.22,--  ,1740.29,1286000,         10.74亿,0,1,2107,3118,        602.12亿,18.1,19.639,10.739,-7.68,41.7,250,0,0,0.91,3.18,0.61,2.16,0.9,-1.32,1.2,-0.34,HKD,20240930,20180928,8.59,1578.62,343.94,670.06,20.66,0.432,8.53,0.24,1.79,6.01,21.79
01952,云顶新耀－Ｂ,        114.55亿,1.01,35.15,--  ,,3255366,10500,-0.14,1,0.62,35,36.35,34.5,11491.48,-0.13,药品及生科,5.32,0.35,35.15,34.8,--  ,606.66,171500,          1.14亿,-70.3,1,1615,2016,        114.55亿,--  ,38,14.34,68.18,98.37,500,0,0,0.57,4.45,-0.86,1.43,0.43,-3.3,1.88,-0.42,HKD,20240630,20201009,3.26,51.77,44.12,3.02,-6.32,-2.158,14.86,0,0,-14.34,85.21
00853,微创医疗,        114.13亿,-1.75,6.18,--  ,,6957744,91500,0.16,0.38,0.49,6.36,6.36,6.14,4330.25,0.32,医保及服务,3.5,-0.11,6.18,6.29,--  ,381.87,615000,         -2.03亿,0,1,1808,3848,        114.13亿,--  ,14.1,4.46,-26.6,71.85,100,0,0,1.11,1.11,-2.38,-1.07,-2.83,-2.83,0.65,-0.68,HKD,20240630,20100924,18.47,37.97,7,5.59,-0.97,-0.413,2.98,0,0,-13.84,18.43
02443,汽车街,        113.24亿,-2.44,13.6,--  ,,12101020,83800,1.04,1.45,0.83,14.36,15.34,13.06,17052.27,0.15,支援服务,16.36,-0.34,13.6,13.94,--  ,38.53,26600,         -2.83亿,0,1,4421,2737,        113.24亿,--  ,117.1,3.8,-6.21,362.42,200,0,0,3.01,10.04,-6.31,1.08,-5.29,-11.34,4.13,-3.52,HKD,20240630,20240531,8.33,11.78,8.94,1.91,-1.48,-0.208,1.18,0,0,-16.51,75.89
00345,VITASOY INT'L,        112.89亿,-0.94,10.52,--  ,,4550760,192000,-0.38,0.42,0.59,10.66,11.06,10.52,4881.01,-0.18,食物饮品,5.08,-0.1,10.52,10.62,--  ,1658.43,1546000,         -1.07亿,0,1,950,4790,        112.89亿,97.01,11.06,4.47,36.32,54.14,2000,0,0,0.38,4.14,-0.94,1,-1.31,-4.88,0,-1.94,HKD,20240331,19940330,10.73,56.37,30.05,62.17,1.16,0.109,2.8,0.08,0.73,3.87,53.3
02005,石四药集团,        112.40亿,-1.55,3.8,--  ,,2390000,76000,0,0.08,0.94,3.83,3.84,3.75,908.29,0,药品及生科,2.33,-0.06,3.8,3.86,--  ,363.78,956000,         -1.77亿,0,1,330,7242,        112.40亿,8.23,5.02,3.23,-20.17,37.84,2000,0,0,-0.78,-0.52,-2.85,-1.45,-0.78,-1.04,1.33,-0.1,HKD,20240630,20051220,29.58,125.49,72.52,33.39,6.86,0.231,2.44,0.18,4.74,9.46,57.79
02128,中国联塑,        111.69亿,0.84,3.6,--  ,,5756200,25000,0,0.19,0.86,3.57,3.65,3.53,2069.38,0,建筑,3.36,0.03,3.6,3.57,--  ,369.16,1022000,          0.93亿,0,1,496,11605,        111.69亿,5.23,5.05,2.44,-7.22,72.67,1000,0,0,0,2.24,-1.12,0.7,0.84,-1.37,1.98,0.14,HKD,20240630,20100623,31.02,595.93,233.34,135.64,10.43,0.373,8.24,0.2,5.56,4.47,39.16
09636,九方智投控股,        111.19亿,5.76,24.8,--  ,,18197000,53000,-0.8,4.06,1.16,22.9,28.5,22.85,47374.62,0,软件服务,24.09,1.35,24.8,23.45,--  ,--  ,--  ,          6.05亿,0,1,5546,3281,        111.19亿,183.57,29.6,5.66,112.33,202.07,500,0,0,-2.35,21.54,-2.56,11.02,8.3,-12.98,8.53,-5.27,HKD,20240630,20230310,4.48,20.17,10.94,8.98,-1.74,-0.438,2.67,0.22,0.89,-15.92,54.25
00189,东岳集团,        111.07亿,2.07,6.41,--  ,,5626600,37000,-0.16,0.32,0.54,6.46,6.53,6.29,3623.32,-0.3,原材料,3.82,0.13,6.41,6.28,--  ,660.5,1028000,          2.25亿,0,1,617,9119,        111.07亿,13.71,10.04,4.92,15.5,58.73,1000,0,0,2.87,3.98,0.16,2.55,-0.77,-1.84,1.91,-0.48,HKD,20240630,20071210,17.33,207.92,114.59,72.61,3.08,0.186,7.25,0.1,1.56,2.68,55.11
00546,阜丰集团,        110.90亿,1.62,4.4,--  ,,2127000,37000,0.46,0.08,0.68,4.37,4.43,4.34,936.98,0.46,食物饮品,2.08,0.07,4.4,4.33,--  ,136.09,309000,          1.76亿,0,1,418,5089,        110.90亿,3.77,5.91,3.39,15.79,36.8,1000,0,0,0.92,2.31,0.23,1.71,0.69,-0.68,1.38,-0.09,HKD,20240630,20070208,25.2,349.01,175.45,133.68,10.41,0.453,7.63,0.53,12.05,5.93,50.27
02162,康诺亚－Ｂ,        110.08亿,-2.6,39.35,--  ,,961500,18000,0.51,0.34,0.81,41.55,41.6,38.3,3804.95,0.13,药品及生科,8.17,-1.05,39.35,40.4,--  ,697.06,174500,         -2.94亿,0,1,1289,746,        110.08亿,--  ,57.5,26.6,-19.86,59.17,500,0,0,2.85,2.97,-5.2,-2.05,-5.29,-5.41,2.74,-0.54,HKD,20240630,20210708,2.8,38.05,26.37,0.55,-3.37,-1.413,10.33,0,0,-12.77,69.29
02400,心动公司,        109.89亿,6.16,22.4,--  ,,5269400,28600,-0.22,1.07,1.51,21.35,23.4,21.2,11917.82,-0.21,软件服务,10.43,1.3,22.4,21.1,--  ,1468.76,651200,          6.38亿,0,1,2300,2291,        109.89亿,311.6,28.05,7.47,119.61,61.97,200,0,0,1.18,10.9,0.47,7.22,4.92,-4.27,5.66,-1.06,HKD,20240630,20191212,4.91,33.8,17.42,22.21,2.05,0.471,3.97,0,0,11.77,51.55
06078,海吉亚医疗,        109.84亿,1.27,17.56,--  ,,7321200,75600,0,1.17,0.46,17.54,18.36,17.46,13081.8,-0.33,医保及服务,5.19,0.22,17.56,17.34,--  ,1146.6,644400,          1.38亿,0,1,4111,1781,        109.84亿,13.52,50.2,14.6,-50.25,92.75,200,0,0,1.15,5.88,0.69,3.04,0.11,-4.36,0.57,-1.78,HKD,20240630,20200629,6.26,110.04,66.26,23.82,3.85,0.668,11.5,0,0,5.8,60.22
01186,中国铁建,        109.84亿,0,5.29,--  ,,6938500,41500,0,0.33,0.51,5.27,5.4,5.25,3693.08,-0.18,建筑,2.84,0,5.29,5.29,--  ,120.84,228500,          0.00亿,0,1,711,9759,        718.36亿,2.87,7.03,3.676,24.59,91.69,500,0,0,-0.38,2.08,-0.76,0.62,0.38,-2.04,0.76,-0.62,HKD,20240930,20080313,20.76,18102.75,3219.19,7581.25,156.95,1.131,26.29,0.38,7.26,4.88,17.78
01836,九兴控股,        109.71亿,-2.62,13.36,--  ,,2811000,79000,0,0.34,1.85,13.72,13.72,13.28,3778.37,0.15,纺织服饰,3.21,-0.36,13.36,13.72,--  ,474.31,353500,         -2.96亿,0,1,892,3151,        109.71亿,7.93,15.78,7.83,68.05,32.7,500,0,0,0,0,-3.21,-2,-2.62,-2.62,0.6,-0.63,HKD,20240630,20070706,8.21,14.05,10.88,7.7,0.92,0.898,10.44,1.26,9.43,8.45,77.41
00921,海信家电,        109.38亿,-0.21,23.8,--  ,,1351884,80000,-0.42,0.29,0.33,23.85,24.45,23.5,3228.56,0,家电及用品,3.98,-0.05,23.8,23.85,--  ,640.9,268000,         -0.69亿,0,1,744,1817,        329.87亿,8.88,38.413,15.133,50.89,75.06,1000,0,0,0,2.52,-1.47,0.13,-0.21,-2.66,1.28,-0.34,HKD,20240630,19960723,4.6,707.22,141.62,486.42,20.16,1.622,11.19,1.09,4.57,14.23,20.02
00934,中石化冠德,        107.40亿,0.93,4.32,--  ,,2526000,32000,-0.69,0.1,0.89,4.41,4.41,4.29,1094.42,0,石油天然气,2.8,0.04,4.32,4.28,--  ,65.14,150000,          0.99亿,0,1,270,9356,        107.40亿,8.66,5.01,2.67,38.91,28.59,2000,0,0,3.04,3.04,0.23,1.24,-2.04,-2.04,0.7,-0.3,HKD,20240630,19990625,24.86,161.78,158.04,3.31,6.85,0.276,6.36,0.25,5.79,4.34,97.69
01196,伟禄集团,        106.61亿,0.14,7.4,--  ,,1394000,6000,0.82,0.1,0.79,7.37,7.44,7.28,1026.55,0.82,工业工程,2.17,0.01,7.4,7.39,--  ,48.62,66000,          0.14亿,0,1,316,4411,        106.61亿,--  ,7.85,5.01,35.04,45.24,2000,0,0,-0.27,0.68,-1.49,-0.35,0.41,-0.54,1.65,0.49,HKD,20240630,19970120,14.41,198.37,29.25,3.5,-5.15,-0.358,2.03,0,0,-17.62,14.75
01083,港华智慧能源,        106.51亿,0.33,3.06,--  ,,870000,48000,0.66,0.02,0.53,3.07,3.07,3.03,265.49,0.33,公用事业,1.31,0.01,3.06,3.05,--  ,30.84,101000,          0.35亿,0,1,199,4372,        106.51亿,8.86,3.67,2.5,-0.97,33.85,1000,0,0,0.66,0.66,-0.66,0.07,-0.33,-0.33,0.99,0.26,HKD,20240630,20051208,34.81,536.4,224.9,105.01,7.43,0.221,6.7,0.16,5.23,3.3,41.93
00179,德昌电机控股,        105.59亿,-0.53,11.3,--  ,,1509994,46000,0.18,0.16,1.67,11.36,11.54,11.24,1721.43,0.36,汽车,2.64,-0.06,11.3,11.36,--  ,83.14,73000,         -0.56亿,0,1,1071,1410,        105.59亿,5.89,12.64,9.16,-5.52,34.63,500,0,0,0,1.58,-1.06,0.34,-0.53,-2.08,0.53,-0.87,HKD,20240331,19840711,9.34,42.21,25.52,38.14,2.29,1.943,21.38,0.61,5.4,8.98,60.45
01381,粤丰环保,        104.90亿,0,4.3,--  ,,1297000,156000,0,0.05,0.75,4.3,4.3,4.28,557.29,0,公用事业,0.47,0,4.3,4.3,--  ,161.9,377000,          0.00亿,0,1,189,6862,        104.90亿,12.55,4.6,3.428,16.28,8.83,1000,0,0,0,0,-0.47,-0.07,0,0,0.47,0.07,HKD,20240630,20141229,24.4,271.35,95.85,21.3,4.45,0.183,3.93,0.03,0.74,4.64,35.32
00839,中教控股,        104.21亿,1.05,3.84,--  ,,16272434,182000,0.26,0.6,0.78,3.81,3.98,3.76,6299.62,0,支援服务,5.79,0.04,3.84,3.8,--  ,1292.85,3331000,          1.09亿,-7.68,1,2688,6054,        104.21亿,6.57,6.125,3.303,-15.51,80.1,1000,0,0,0.26,4.74,-1.05,1.92,0.79,-3.52,2.13,-0.87,HKD,20240229,20171215,27.14,362.17,163.01,32.84,10.71,0.462,7.04,0.35,9.24,6.57,45.01
00576,浙江沪杭甬,        104.10亿,1.35,5.26,--  ,,4750194,446000,0.38,0.24,0.67,5.22,5.3,5.22,2500.59,0.19,工用运输,1.54,0.07,5.26,5.19,--  ,666.61,1266000,          4.20亿,0,1,871,5454,        315.27亿,5.35,7.34,4.368,8.28,90.35,2000,0,0,0.58,2.12,0.58,1.45,0.77,-0.75,0.77,-0.1,HKD,20240930,19970515,19.79,2074.71,431.09,129.8,41.28,0.764,7.98,0.35,6.7,9.57,20.78
02343,太平洋航运,        104.06亿,0,2.01,--  ,,11389291,199000,0,0.22,1.17,2.01,2.04,2,2299.81,-0.49,工用运输,1.99,0,2.01,2.01,--  ,285.19,1408000,          0.00亿,-2.01,1,535,21288,        104.06亿,16.36,2.969,1.92,-18.69,49.66,1000,0,0,0,1.49,-0.5,0.4,0,-1.47,0.5,-0.4,HKD,20240630,20040714,51.77,24.1,18.05,12.82,0.58,0.087,2.68,0.1,4.88,3.19,74.88
06699,时代天使,        103.81亿,2.69,61.1,--  ,,221000,1800,0.41,0.13,0.47,59.5,61.6,59.35,1340.24,0.41,医保及服务,3.78,1.6,61.1,59.5,--  ,237.75,39200,          2.72亿,0,1,653,338,        103.81亿,213.62,81.7,44,10.19,53.82,200,0,0,0,3.53,-0.25,1.95,2.69,-0.81,2.95,0.74,HKD,20240630,20210616,1.7,50.94,32.32,8.61,0.22,0.142,20.93,1.1,1.8,0.7,63.44
01921,达力普控股,        103.57亿,7.32,6.89,--  ,,8538000,38000,1.32,0.57,0.83,6.68,7.49,6.38,5794.38,1.32,石油天然气,17.29,0.47,6.89,6.42,--  ,51.8,78000,          7.06亿,0,1,1534,5566,        103.57亿,987.21,8.5,3.25,56.24,149.91,2000,0,0,4.05,16.67,-0.62,5.7,3.14,-8.01,7.99,1.62,HKD,20240630,20191108,15.03,44.05,13.41,15.39,-0.7,-0.055,0.98,0.04,0.58,-5.2,30.45
03618,重庆农村商业银行,        103.30亿,0.24,4.11,--  ,,18327000,745000,-0.24,0.73,1.12,4.08,4.14,4.07,7520.87,0,银行,1.71,0.01,4.11,4.1,--  ,190.62,465000,          1.14亿,0,1,1527,12002,        466.77亿,3.7,4.68,2.513,51.48,55.34,1000,0,0,-0.49,0.98,-0.73,0.05,0.74,-0.72,0.98,0.2,HKD,20240930,20101216,25.13,15179.08,1306.02,214.83,103.08,0.987,12.75,0.32,7.71,7.89,8.6
09969,诺诚健华,        102.50亿,-0.58,6.85,--  ,,4471900,77000,0.15,0.3,0.58,6.9,7,6.81,3090.38,-0.14,药品及生科,2.76,-0.04,6.85,6.89,--  ,360.09,521000,         -0.71亿,0,1,1133,3947,        120.74亿,--  ,7.92,4.03,-0.58,62.95,1000,0,0,0.15,1.6,-1.16,0.29,-0.72,-2.14,0.59,-0.87,HKD,20240930,20200323,14.96,94.58,67.99,6.98,-2.75,-0.177,4.28,0,0,-4.05,71.89
03896,金山云,        101.98亿,10.29,2.68,--  ,,201660992,1524000,0,5.3,1.32,2.54,2.78,2.43,53157.91,1.13,软件服务,14.4,0.25,2.68,2.43,--  ,4958.09,18842000,          9.51亿,0,1,8221,24530,        101.98亿,--  ,2.95,1.08,33.33,108.61,2000,0,0,4.53,14.4,0,8.52,5.51,-3.6,10.29,1.77,HKD,20240630,20221230,38.05,164.61,63.57,36.67,-7.13,-0.219,1.83,0,0,-11.21,38.62
01405,达势股份,        101.12亿,6.16,77.5,--  ,,350500,1000,0.06,0.27,3.14,75.05,82.3,73.75,2723.75,0.52,旅游及消闲,11.71,4.5,77.5,73,--  ,104.6,13300,          5.87亿,0,1,987,355,        101.12亿,--  ,82.3,45.8,25.1,44.15,100,0,0,2.81,12.74,1.03,6.44,3.26,-5.83,5.08,-0.27,HKD,20240630,20230328,1.3,45.22,21.56,20.41,0.11,0.088,18.11,0,0,0.51,47.68
01788,国泰君安国际,        101.12亿,-3.64,1.06,--  ,,49634000,808000,-0.93,0.52,0.64,1.1,1.11,1.06,5379.83,-0.92,其他金融,4.55,-0.04,1.06,1.1,--  ,315.02,2909000,         -3.82亿,0,1,1020,48661,        101.12亿,36.53,2.18,0.458,83.39,131.98,1000,0,0,0,0.91,-3.64,-1.45,-3.64,-4.5,0,-2.18,HKD,20240630,20100708,95.4,1224.98,149.32,21.71,1.95,0.02,1.56,0.02,2.08,1.31,12.19
06682,第四范式,        100.98亿,-6.77,37.85,--  ,,23152260,92200,0.26,8.68,1.01,41.55,43.55,37.35,92796.58,0.53,软件服务,15.27,-2.75,37.85,40.6,--  ,170.69,43100,        -12.81亿,0,1,10647,2175,        176.25亿,--  ,115,18.8,-24.6,136.87,100,0,0,2.34,7.27,-8,-1.29,-8.9,-13.09,1.34,-5.48,HKD,20240630,20230928,2.67,66.2,51.8,18.67,-1.52,-0.362,12.19,0,0,-2.93,78.25
02356,大新银行集团,        100.51亿,0.7,7.15,--  ,,766800,10000,0.42,0.05,1.15,7.1,7.19,7.1,547.72,0.28,银行,1.27,0.05,7.15,7.1,--  ,7.17,10000,          0.70亿,0,1,415,1848,        100.51亿,4.69,7.9,3.89,67.06,29.24,400,0,0,0,1.27,0,0.61,0.7,-0.56,0.7,0.1,HKD,20240630,20040630,14.06,2623.73,333.21,32.87,13.96,0.99,23.7,0.76,10.63,4.19,12.7
02186,绿叶制药,        100.44亿,-1.48,2.67,--  ,,15301000,419500,0.38,0.41,1.16,2.71,2.73,2.63,4070.28,0,药品及生科,3.69,-0.04,2.67,2.71,--  ,870.04,3272000,         -1.50亿,0,1,931,16435,        100.44亿,11.82,4,2.34,-28.42,35.23,500,0,0,0,0.74,-2.95,-1.85,-1.48,-2.2,1.52,0.37,HKD,20240630,20140709,37.62,271.98,130.19,30.75,3.88,0.113,3.79,0,0,2.98,47.87
03877,中国船舶租赁,        100.43亿,2.52,1.63,--  ,,2474000,12000,0.62,0.04,0.62,1.61,1.63,1.6,398.76,0.62,工用运输,1.89,0.04,1.63,1.59,--  ,22.27,138000,          2.46亿,0,1,177,13977,        100.43亿,4.69,1.76,1.16,19.85,27.89,2000,0,0,1.26,2.52,0.63,1.38,1.24,0,1.88,1.13,HKD,20240630,20190617,61.61,437.88,135.36,19.66,13.27,0.216,2.2,0.12,7.36,9.81,30.91
02314,理文造纸,        100.07亿,-1.69,2.33,--  ,,1715000,30000,0.43,0.04,0.22,2.37,2.38,2.32,402.97,0.43,原材料,2.53,-0.04,2.33,2.37,--  ,16.27,69000,         -1.72亿,-4.66,1,332,5166,        100.07亿,6.26,3.04,1.847,7.52,54.8,1000,0,0,0,0.42,-2.11,-0.84,-1.69,-2.1,0.43,-0.84,HKD,20240630,20030926,42.95,548.48,272.96,125.05,8.06,0.177,6.36,0.12,5.28,2.95,49.77
01811,中广核新能源,         99.10亿,2.67,2.31,--  ,,6574000,104000,0,0.15,1.07,2.26,2.32,2.25,1504.22,0,公用事业,3.11,0.06,2.31,2.25,--  ,118.13,516000,          2.57亿,-4.62,1,468,14047,         99.10亿,5.02,3.08,1.538,22.33,62.55,2000,0,0,0.44,3.11,0,1.69,2.21,-0.43,2.67,0.98,HKD,20240630,20141003,42.9,84.02,16.2,9.82,1.83,0.334,2.95,0.12,5.27,11.32,19.28
06963,阳光保险,         97.41亿,-2.1,2.8,--  ,,10444000,45500,1.08,0.3,1.54,2.86,2.87,2.73,2931.6,1.08,保险,4.9,-0.06,2.8,2.86,--  ,45.47,161000,         -6.90亿,0,1,1489,7014,        322.04亿,7.27,4.442,1.962,-32.57,79.76,500,0,0,0,0.35,-4.55,-1.85,-2.1,-2.44,2.56,-0.24,HKD,20240630,20221209,34.79,5486.86,602.33,424.49,31.43,0.296,5.74,0.2,7.06,5.22,10.98
01896,猫眼娱乐,         96.83亿,5.54,8.38,--  ,,7441600,22200,-1.18,0.64,1.33,8.01,8.48,7.89,6112.81,-0.47,媒体及娱乐,7.43,0.44,8.38,7.94,--  ,2264.5,2741600,          5.08亿,0,1,2491,2987,         96.83亿,11.06,11.08,5.56,-6.68,69.29,200,0,0,0.88,6.8,-0.63,3.46,4.62,-1.18,6.21,2.08,HKD,20240630,20190204,11.55,132.43,92.39,21.71,2.85,0.274,8.74,0,0,3.08,69.76
